name,item_code,price_list,price_list_rate,uom,currency,selling,buying,note,reference
,ASM-NISSAN-NAVARA-YD25-ENGINE-DE-IONISED-WATER,Standard Selling,8661.28,PCS,UGX,1,0,Source VAT: 1559.03; source inclusive: 10220.31; arithmetic delta: 0.00,C:/Users/user/Downloads/YD25- NAVARA.xlsx
