name,item_code,price_list,price_list_rate,uom,currency,selling,buying,note,reference
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CYLINDER-HEAD-REFACING,Standard Selling,1174193.56,PCS,UGX,1,0,Source VAT: 211354.84; source inclusive: 1385548.40; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-CYLINDER-CYLINDE-HEAD-GASKET,Standard Selling,336497.29,PCS,UGX,1,0,Source VAT: 60569.51; source inclusive: 397066.80; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-ROCKER-C-ROCKER-COVER-GASKET,Standard Selling,151351.20,PCS,UGX,1,0,Source VAT: 27243.22; source inclusive: 178594.42; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INSULATOR-ENGIN-ENGINE-MOUNTING-REAR,Standard Selling,2893902.15,PCS,UGX,1,0,Source VAT: 520902.39; source inclusive: 3414804.54; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INSULATOR-ENG-M-ENGINE-MOUNTING-FRONT,Standard Selling,646761.66,PCS,UGX,1,0,Source VAT: 116417.10; source inclusive: 763178.75; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PLUG-DRAIN,Standard Selling,19893.77,PCS,UGX,1,0,Source VAT: 3580.88; source inclusive: 23474.65; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ENGINE-BARE-COMPLETE-ENGINE-ASSY,Standard Selling,84732434.88,PCS,UGX,1,0,Source VAT: 15251838.28; source inclusive: 99984273.16; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RING-SET-PISTON-PISTON-RINGS,Standard Selling,1843336.51,Set,UGX,1,0,Source VAT: 331800.57; source inclusive: 2175137.08; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PISTON-WITH-PIN-PISTON,Standard Selling,4677810.97,Set,UGX,1,0,Source VAT: 842005.97; source inclusive: 5519816.94; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BEARING-SET-MAIN-BEARINGS,Standard Selling,254862.23,Set,UGX,1,0,Source VAT: 45875.20; source inclusive: 300737.44; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BUSHING-SET-CON-PIECE-BEARINGS,Standard Selling,106110.69,Set,UGX,1,0,Source VAT: 19099.92; source inclusive: 125210.62; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BLOCK-SLEEVE,Standard Selling,1258064.52,Set,UGX,1,0,Source VAT: 226451.61; source inclusive: 1484516.14; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-ENGINE-OVERHAUL-GASKET-KIT,Standard Selling,1286960.76,PCS,UGX,1,0,Source VAT: 231652.94; source inclusive: 1518613.69; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ROD-COMP-CON-CONNECTING-RODS,Standard Selling,3540869.88,Set,UGX,1,0,Source VAT: 637356.58; source inclusive: 4178226.46; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PUMP-INJECTION-INJECTOR-PUMP,Standard Selling,9990431.47,PCS,UGX,1,0,Source VAT: 1798277.67; source inclusive: 11788709.14; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INJECTOR-PUMP-SERVICE,Standard Selling,7758064.52,PCS,UGX,1,0,Source VAT: 1396451.61; source inclusive: 9154516.14; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FLUID-GASKET-SEALANT-TUBE,Standard Selling,525512.67,PCS,UGX,1,0,Source VAT: 94592.28; source inclusive: 620104.95; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FAN-COOLING,Standard Selling,660314.78,PCS,UGX,1,0,Source VAT: 118856.66; source inclusive: 779171.45; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CANSHAFT-PULLEY,Standard Selling,453126.14,PCS,UGX,1,0,Source VAT: 81562.70; source inclusive: 534688.84; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CRANKSHAFT-PULLEY,Standard Selling,918629.97,PCS,UGX,1,0,Source VAT: 165353.40; source inclusive: 1083983.37; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FAN-ASSY-COND-AC-FAN-SHROUD,Standard Selling,259570.15,PCS,UGX,1,0,Source VAT: 46722.63; source inclusive: 306292.78; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SHROUD-RAD-LOWE-COOLING-FAN-SHROUD,Standard Selling,841625.54,PCS,UGX,1,0,Source VAT: 151492.60; source inclusive: 993118.14; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RADIATOR-ASSY,Standard Selling,4720807.36,PCS,UGX,1,0,Source VAT: 849745.33; source inclusive: 5570552.69; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CAP-ASSY-PRESSU-RADIATOR-CAP,Standard Selling,62693.13,PCS,UGX,1,0,Source VAT: 11284.76; source inclusive: 73977.89; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MOUNTING-RUBBER-UPPER-RADIATOR-MOUNTI,Standard Selling,65847.60,Set,UGX,1,0,Source VAT: 11852.57; source inclusive: 77700.17; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RUBBER-MOUNTING-LOWER-RADIATOR-MOUNTI,Standard Selling,52722.46,Set,UGX,1,0,Source VAT: 9490.04; source inclusive: 62212.50; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HOSE-RESERVE-TA-RESERVE-TANK-PIPE,Standard Selling,27930.54,PCS,UGX,1,0,Source VAT: 5027.50; source inclusive: 32958.04; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-NOZZLE-WASHER-WIPER-NOZZLES,Standard Selling,114321.83,Set,UGX,1,0,Source VAT: 20577.93; source inclusive: 134899.77; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TANK-ASSY-RESER-RESERVOIR-TANK,Standard Selling,370499.76,PCS,UGX,1,0,Source VAT: 66689.96; source inclusive: 437189.71; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BODY-CLEANER-AIR-CLEANER-HOUSING,Standard Selling,865212.74,PCS,UGX,1,0,Source VAT: 155738.29; source inclusive: 1020951.04; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PUMP-ASSY-WATER-WATER-PUMP,Standard Selling,1967835.07,PCS,UGX,1,0,Source VAT: 354210.31; source inclusive: 2322045.39; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-WATER-TEMPERATURE-SENSOR,Standard Selling,166293.00,PCS,UGX,1,0,Source VAT: 29932.74; source inclusive: 196225.74; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ENGINE-COOLANT,Standard Selling,199841.28,PCS,UGX,1,0,Source VAT: 35971.43; source inclusive: 235812.71; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-WATER-PU-WATER-PUMP-GASKET,Standard Selling,30181.47,PCS,UGX,1,0,Source VAT: 5432.66; source inclusive: 35614.14; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TANK-ASSY-WS-WASH-WIPER-TANK-TANK,Standard Selling,185083.43,PCS,UGX,1,0,Source VAT: 33315.02; source inclusive: 218398.45; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CAP-ASSY-OIL-FI-OIL-FILLER-CAP,Standard Selling,29615.86,PCS,UGX,1,0,Source VAT: 5330.85; source inclusive: 34946.71; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HOSE-WATER-OIL-COOLER-PIPE,Standard Selling,96726.54,PCS,UGX,1,0,Source VAT: 17410.78; source inclusive: 114137.32; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-COOLER-OIL-OIL-COOLER,Standard Selling,6421345.73,PCS,UGX,1,0,Source VAT: 1155842.23; source inclusive: 7577187.96; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-STRAINER-OIL-OIL-STRAINER,Standard Selling,228786.33,PCS,UGX,1,0,Source VAT: 41181.54; source inclusive: 269967.87; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GAUGE-OIL-LEVEL-DIPSTICK,Standard Selling,86740.03,PCS,UGX,1,0,Source VAT: 15613.21; source inclusive: 102353.24; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PAN-ASSY-OIL-OIL-PAN,Standard Selling,858364.85,PCS,UGX,1,0,Source VAT: 154505.67; source inclusive: 1012870.52; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BRACKET-OIL-FIL-OIL-FILTER-BRACKET,Standard Selling,449710.26,PCS,UGX,1,0,Source VAT: 80947.85; source inclusive: 530658.10; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-WASHER-DRAIN-DRAIN-PLUG-WASHER,Standard Selling,6911.31,PCS,UGX,1,0,Source VAT: 1244.04; source inclusive: 8155.34; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SPARK-PLUGS,Standard Selling,114180.50,PCS,UGX,1,0,Source VAT: 20552.49; source inclusive: 134732.99; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MFLR-ASSY-EXHAUST-PIPE-COMPLETE-SILENCERS-PIPES-ETC,Standard Selling,1101766.35,PCS,UGX,1,0,Source VAT: 198317.94; source inclusive: 1300084.29; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CONVERTER-ASSY-CATALYTIC-CONVERTER,Standard Selling,5235470.71,PCS,UGX,1,0,Source VAT: 942384.73; source inclusive: 6177855.44; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-EXHAUST-TUBE-TUBE-EXHAUST-FR,Standard Selling,1551474.84,PCS,UGX,1,0,Source VAT: 279265.47; source inclusive: 1830740.31; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BOLT-HEX-HD-EXHAUST-BOLT,Standard Selling,104874.27,PCS,UGX,1,0,Source VAT: 18877.37; source inclusive: 123751.64; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SCR-HEX-HD-PP-W-EXHAUST-BOLT,Standard Selling,47745.06,Set,UGX,1,0,Source VAT: 8594.11; source inclusive: 56339.17; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CLAMP-EXH-MTG-EXHAUST-CLAMP,Standard Selling,187587.98,PCS,UGX,1,0,Source VAT: 33765.84; source inclusive: 221353.82; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-EXHAUST-BIG-EXHAUST-MANIFOLD-GASKET,Standard Selling,203341.93,PCS,UGX,1,0,Source VAT: 36601.55; source inclusive: 239943.48; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-EXHAUST-PIPE-CONNECTOR-GASKET,Standard Selling,63666.82,PCS,UGX,1,0,Source VAT: 11460.03; source inclusive: 53954.93; arithmetic delta: 21171.92,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BRACKET-EXH-M-EXHAUST-MOUNTING-BRACKET,Standard Selling,105191.31,PCS,UGX,1,0,Source VAT: 18934.44; source inclusive: 124125.74; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INSUL-EXH-MTG-EXHAUST-MOUNTING,Standard Selling,176000.46,PCS,UGX,1,0,Source VAT: 31680.08; source inclusive: 207680.54; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MNTG-BRACKET-EXHAUST-MOUNTING-FRONT,Standard Selling,125830.11,PCS,UGX,1,0,Source VAT: 22649.42; source inclusive: 148479.53; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BRKT-EXH-MTG-EXHAUST-PIPE-BRACKET,Standard Selling,30149.77,PCS,UGX,1,0,Source VAT: 5426.96; source inclusive: 35576.72; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INSUL-HEAT-EXH-EXHAUST-INSULATOR,Standard Selling,35333.25,PCS,UGX,1,0,Source VAT: 6359.99; source inclusive: 41693.24; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INJECTOR-FUEL-INJECTOR-NOZZLE-COMPLETE,Standard Selling,17597192.52,Set,UGX,1,0,Source VAT: 3167494.65; source inclusive: 20764687.18; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-16401-VC10C-COVER-UPPER-FUEL-LIFT-PUMP,Standard Selling,270614.16,PCS,UGX,1,0,Source VAT: 48710.55; source inclusive: 319324.71; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-NOZZLE-INJECTOR-NOZZLE-SEAL,Standard Selling,65689.08,Set,UGX,1,0,Source VAT: 11824.03; source inclusive: 77513.11; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TUBE-ASSY-FUEL-FUEL-RETURN-PIPE,Standard Selling,4847597.60,PCS,UGX,1,0,Source VAT: 872567.57; source inclusive: 5720165.17; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL,Standard Selling,385400.26,PCS,UGX,1,0,Source VAT: 69372.05; source inclusive: 454772.31; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TUBE-INJECTION-FUEL-RAIL-PIPE1,Standard Selling,248585.00,PCS,UGX,1,0,Source VAT: 44745.30; source inclusive: 293330.30; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL-PIPE2,Standard Selling,381627.58,PCS,UGX,1,0,Source VAT: 68692.96; source inclusive: 450320.55; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL-PIPE3,Standard Selling,252056.49,PCS,UGX,1,0,Source VAT: 45370.17; source inclusive: 297426.66; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL-PIPE4,Standard Selling,515795.63,PCS,UGX,1,0,Source VAT: 92843.21; source inclusive: 608638.85; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-O-RING-TANK-BELT-CLAMP,Standard Selling,30989.91,PCS,UGX,1,0,Source VAT: 5578.18; source inclusive: 36568.09; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CAP-FILLER-SCRE-FUEL-TANK-CAP-RUBBER,Standard Selling,179773.14,PCS,UGX,1,0,Source VAT: 32359.17; source inclusive: 212132.31; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MANIFOLD-ASSY-I-INTAKE-MANIFOLD-ASS,Standard Selling,2917267.43,PCS,UGX,1,0,Source VAT: 525108.14; source inclusive: 3442375.57; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SUCTION-CONTROL-VALVE,Standard Selling,1300000.00,PCS,UGX,1,0,Source VAT: 234000.00; source inclusive: 1534000.00; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FUEL-FILTER-SENOSR,Standard Selling,516531.08,PCS,UGX,1,0,Source VAT: 92975.59; source inclusive: 609506.68; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GASKET-MANIFOLD,Standard Selling,239454.46,PCS,UGX,1,0,Source VAT: 43101.80; source inclusive: 282556.26; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LINK-COMPL-FR-S-BALL-JOINT-UPPER-LH,Standard Selling,945865.74,PCS,UGX,1,0,Source VAT: 170255.83; source inclusive: 1116121.58; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LINK-COMPL-RH-BALL-JOINT-UPPER-RH,Standard Selling,945865.74,PCS,UGX,1,0,Source VAT: 170255.83; source inclusive: 1116121.58; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LINK-COMPL-FR-S-BALL-JOINT-LOWER-RH,Standard Selling,957358.16,PCS,UGX,1,0,Source VAT: 172324.47; source inclusive: 1129682.63; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LINK-COMPL-FR-S-BALL-JOINT-LOWER-LH,Standard Selling,957358.16,PCS,UGX,1,0,Source VAT: 172324.47; source inclusive: 1129682.63; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ROD-KIT-RELAY-TRACK-ROD,Standard Selling,1610048.33,PCS,UGX,1,0,Source VAT: 289808.70; source inclusive: 1899857.02; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ROD-KIT-TIE-TIE-ROD-ENDS,Standard Selling,1688862.54,Set,UGX,1,0,Source VAT: 303995.26; source inclusive: 1992857.80; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ABSORBER-SHOCK-FRONT-SHOCK-ABSORBERS,Standard Selling,686300.23,Set,UGX,1,0,Source VAT: 123534.04; source inclusive: 809834.27; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BUSH-TELEX-SHOCK-ABSORBER-BUSHES,Standard Selling,61282.34,Set,UGX,1,0,Source VAT: 11030.82; source inclusive: 72313.16; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SHOCK-RR-2WD-KA-REAR-SHOCK-ABSORBERS,Standard Selling,649155.24,Set,UGX,1,0,Source VAT: 116847.94; source inclusive: 766003.19; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BUSH-STAB-STABILISER-BAR-BUSHES-BIG,Standard Selling,129283.48,Set,UGX,1,0,Source VAT: 23271.03; source inclusive: 152554.51; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-STABILISER-BAR-BUSHES-SMALL,Standard Selling,233852.74,Set,UGX,1,0,Source VAT: 42093.49; source inclusive: 275946.23; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BUSH-RR-SPR-RR-SPRING-BUSHES-SMALL,Standard Selling,86385.33,Set,UGX,1,0,Source VAT: 15549.36; source inclusive: 101934.69; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BUSH-SPRING-SPRING-BUSHES-BIG,Standard Selling,52770.76,Set,UGX,1,0,Source VAT: 9498.74; source inclusive: 62269.49; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SPRING-ASSY-RR-LEAF-SPRING-COMPLETE,Standard Selling,5626086.15,Set,UGX,1,0,Source VAT: 1012695.51; source inclusive: 6638781.66; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CLIP-RR-SPRING-LEAF-SPRING-CLAMPS,Standard Selling,182864.20,PCS,UGX,1,0,Source VAT: 32915.56; source inclusive: 215779.76; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SEAT-ASSY-RR-SP-U-BOLTS-MOUNTING-PLATES-SET,Standard Selling,378821.85,PCS,UGX,1,0,Source VAT: 68187.93; source inclusive: 447009.78; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PAD-ASSY-RR-SPR-LEAF-SPRING-SEAT,Standard Selling,170214.62,PCS,UGX,1,0,Source VAT: 30638.63; source inclusive: 200853.25; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ARM-ASSY-FR-SPR-ANCHOR-ARM,Standard Selling,213822.40,PCS,UGX,1,0,Source VAT: 38488.03; source inclusive: 252310.44; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ARM-ASSY-ANCHOR-ANCHOR-ARM,Standard Selling,221019.05,PCS,UGX,1,0,Source VAT: 39783.43; source inclusive: 260802.48; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PULLEY-PUMP-POWER-STEERING-PUMP-PULLEY,Standard Selling,636553.22,PCS,UGX,1,0,Source VAT: 114579.58; source inclusive: 751132.80; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-POWER-PUMP-ASSY-STEERING-PUMP,Standard Selling,3136859.83,PCS,UGX,1,0,Source VAT: 564634.77; source inclusive: 3701494.60; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ARMKIT-PITMAN-PITMAN-ARM,Standard Selling,550447.26,PCS,UGX,1,0,Source VAT: 99080.51; source inclusive: 649527.76; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-IDLER-KIT-TEL-IDLER-ARM,Standard Selling,770166.46,PCS,UGX,1,0,Source VAT: 138629.96; source inclusive: 908796.42; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-COLUMN-ASSY-STE-STEERING-COLUMN,Standard Selling,3175601.17,PCS,UGX,1,0,Source VAT: 571608.21; source inclusive: 3747209.38; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-WHEEL-ASSY-STEE-STEERING-WHEEL,Standard Selling,5448833.42,PCS,UGX,1,0,Source VAT: 980790.02; source inclusive: 6429623.43; arithmetic delta: 0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TRANSFER-CASE-SEAL,Standard Selling,185994.04,PCS,UGX,1,0,Source VAT: 33478.93; source inclusive: 219472.97; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BRNG-KIT-CENTR-CENTER-BEARING,Standard Selling,538416.62,PCS,UGX,1,0,Source VAT: 96914.99; source inclusive: 635331.61; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CLUTCH-DISC-CLUTCH-PLATE,Standard Selling,1409953.42,PCS,UGX,1,0,Source VAT: 253791.61; source inclusive: 1663745.03; arithmetic delta: -0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-COVER-CLUTCH-PRESSURE-PLATE,Standard Selling,1509944.52,PCS,UGX,1,0,Source VAT: 271790.01; source inclusive: 1781734.54; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BEARING-CLUTCH-RELEASE-BEARING,Standard Selling,487966.35,PCS,UGX,1,0,Source VAT: 87833.94; source inclusive: 575800.29; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SPRING-RETURN-RETURN-SPRING,Standard Selling,9748.74,PCS,UGX,1,0,Source VAT: 1754.77; source inclusive: 11503.52; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PEDAL-ASSY-CLUT-CLUTCH-PEDAL-ASSEMBLY,Standard Selling,1005261.74,PCS,UGX,1,0,Source VAT: 180947.11; source inclusive: 1186208.86; arithmetic delta: -0.01,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TRANSMISSION-GEARBOX-ASSEMBLY,Standard Selling,22363075.05,PCS,UGX,1,0,Source VAT: 4025353.51; source inclusive: 26388428.56; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RR-EXC-BRAKES-A,Standard Selling,46849204.15,PCS,UGX,1,0,Source VAT: 8432856.75; source inclusive: 55282060.90; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SFT-RR-AXLE-RH-DIFFERENTIAL-SHAFT-RH,Standard Selling,3067398.06,PCS,UGX,1,0,Source VAT: 552131.65; source inclusive: 3619529.71; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SFT-RR-AXLE-DIFFERENTIAL-SHAFT-LH,Standard Selling,1154314.44,PCS,UGX,1,0,Source VAT: 207776.60; source inclusive: 1362091.04; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SEAL-GREASE-R-GREASE-SEAL,Standard Selling,75136.65,PCS,UGX,1,0,Source VAT: 13524.60; source inclusive: 88661.25; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BRG-ASSY-TAPE,Standard Selling,462962.20,Set,UGX,1,0,Source VAT: 83333.20; source inclusive: 546295.40; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FLYWHELL-ASSY,Standard Selling,5652304.73,PCS,UGX,1,0,Source VAT: 1017414.85; source inclusive: 6669719.58; arithmetic delta: 0.00,docs/item details.csv
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SEAL-TRANSFER-CASE-SEAL,Standard Selling,31164.27,PCS,UGX,1,0,Source VAT: 5609.57; source inclusive: 36773.84; arithmetic delta: 0.00,docs/item details.csv
