name,item_code,item_name,item_group,stock_uom,description,is_stock_item,is_sales_item,is_purchase_item,disabled
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-ALTERNATOR-BELTS-SET,Nissan Patrol Y61 – ZD30 engine - Alternator Belts -set,Engine Components,Set,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-TIMING-TENSIONER,Nissan Patrol Y61 – ZD30 engine - Timing Tensioner,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-GUIDE-TIMING-CHAIN-LOOSE-SIDE,"Nissan Patrol Y61 – ZD30 engine - Guide,Timing chain loose side",Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-GUIDE-TIMING-CHAIN-TENSION-SIDE,"Nissan Patrol Y61 – ZD30 engine - Guide,Timing chain Tension side",Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-TIMING-CHAIN,Nissan Patrol Y61 – ZD30 engine - Timing chain,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-CRANKSHAFT-OIL-SEAL,Nissan Patrol Y61 – ZD30 engine - Crankshaft oil seal,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-CYLINDER-HEAD-GASKET,Nissan Patrol Y61 – ZD30 engine - Cylinder head gasket,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-ENGINE-MOUNTINGS,Nissan Patrol Y61 – ZD30 engine - Engine mountings,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-ROCKER-COVER-GASKET,Nissan Patrol Y61 – ZD30 engine - Rocker cover gasket,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-DRAIN-NUT,Nissan Patrol Y61 – ZD30 engine - Drain Nut,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-TENSIONER-GASKET,Nissan Patrol Y61 – ZD30 engine - Tensioner Gasket,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-GAUGE-UNIT-WATER-TEMPERATURE,"Nissan Patrol Y61 – ZD30 engine - Gauge Unit,water temperature",Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-ENGINE-BLOCK,Nissan Patrol Y61 – ZD30 engine - Engine block,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-PISTON-RING-SET,Nissan Patrol Y61 – ZD30 engine - Piston Ring - set,Engine Components,Set,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-PISTONS,Nissan Patrol Y61 – ZD30 engine - Pistons,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-MAIN-BEARINGS-SET,Nissan Patrol Y61 – ZD30 engine - Main bearings set,Engine Components,Set,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-PIECE-BEARING-SET,Nissan Patrol Y61 – ZD30 engine - Piece Bearing - Set,Engine Components,Set,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-BLOCK-SLEEVING,Nissan Patrol Y61 – ZD30 engine - Block Sleeving,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OVERHAUL-GASKET,Nissan Patrol Y61 – ZD30 engine - Overhaul gasket,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-PUMP-ASSY,Nissan Patrol Y61 – ZD30 engine - Oil pump Assy,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-CONNECTING-RODS,Nissan Patrol Y61 – ZD30 engine - Connecting rods,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-CYLINDER-HEAD,Nissan Patrol Y61 – ZD30 engine - Cylinder head,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-CYLINDER-HEAD-REFACING,Nissan Patrol Y61 – ZD30 engine - Cylinder head Refacing,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-LINE-BORE,Nissan Patrol Y61 – ZD30 engine - Line bore,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-SEALANT-TUBE-ENGINE,Nissan Patrol Y61 – ZD30 engine - Sealant tube - Engine,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-GASKET-CYLINDER-HEAD,Nissan Patrol Y61 – ZD30 engine - Gasket cylinder head,Engine Components,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Components; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-COOLANT-HOSE-PIPE,Nissan Patrol Y61 – ZD30 engine - Coolant hose Pipe,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-COOLING-FAN,Nissan Patrol Y61 – ZD30 engine - Cooling fan,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FAN-BLADE,Nissan Patrol Y61 – ZD30 engine - Fan blade,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-RADIATOR-COMPLETE,Nissan Patrol Y61 – ZD30 engine - Radiator complete,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-RADIATOR-PRESSURE-CAP,Nissan Patrol Y61 – ZD30 engine - Radiator pressure cap,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-RADIATOR-MOUNTINGS,Nissan Patrol Y61 – ZD30 engine - Radiator mountings,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-BLEEDER-BOLT,Nissan Patrol Y61 – ZD30 engine - Bleeder bolt,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-RESERVOIR-TANK-PIPE,Nissan Patrol Y61 – ZD30 engine - Reservoir tank pipe,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-NOZZLE-NIPPLES,Nissan Patrol Y61 – ZD30 engine - Nozzle nipples,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-NOZZLE-WASHERS,Nissan Patrol Y61 – ZD30 engine - Nozzle washers,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-RESERVOIR-TANK,Nissan Patrol Y61 – ZD30 engine - Reservoir tank,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-AIR-CLEANER-HOUSING,Nissan Patrol Y61 – ZD30 engine - Air cleaner housing,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-WATER-PIPES,Nissan Patrol Y61 – ZD30 engine - Water pipes,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-WATER-PUMP,Nissan Patrol Y61 – ZD30 engine - Water pump,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-WATER-TEMPERATURE-SWITCH,Nissan Patrol Y61 – ZD30 engine - Water temperature switch,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-WATER-PUMP-GASKET,Nissan Patrol Y61 – ZD30 engine - Water pump gasket,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-CLAMPS,Nissan Patrol Y61 – ZD30 engine - Clamps,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-WATER-TANK,Nissan Patrol Y61 – ZD30 engine - Water tank,Engine Cooling System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Cooling System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-FILTER,Nissan Patrol Y61 – ZD30 engine - Oil filter,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-FILLER-CAP,Nissan Patrol Y61 – ZD30 engine - Oil filler cap,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-SWITCH,Nissan Patrol Y61 – ZD30 engine - Oil switch,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-PUMP,Nissan Patrol Y61 – ZD30 engine - Oil pump,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-COOLER,Nissan Patrol Y61 – ZD30 engine - Oil cooler,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-SUMP-GASKET,Nissan Patrol Y61 – ZD30 engine - Oil sump gasket,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-COOLER-PIPE,Nissan Patrol Y61 – ZD30 engine - Oil cooler pipe,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-STRAINER,Nissan Patrol Y61 – ZD30 engine - Oil strainer,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-DIPSTICK,Nissan Patrol Y61 – ZD30 engine - Oil dipstick,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-FILLER-CAPS,Nissan Patrol Y61 – ZD30 engine - Oil filler caps,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-SUMP,Nissan Patrol Y61 – ZD30 engine - Oil sump,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-OIL-FILTER-BRACKET,Nissan Patrol Y61 – ZD30 engine - Oil filter bracket,Engine Oil System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Engine Oil System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-PIPE-COMPLETE-SILENCERS,"Nissan Patrol Y61 – ZD30 engine - Exhaust pipe complete( Silencers,",Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-CATALYTIC-CONVERTER,Nissan Patrol Y61 – ZD30 engine - Catalytic converter,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-COMPRESSOR-REPAIR-KIT,Nissan Patrol Y61 – ZD30 engine - Compressor repair kit,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-BOLTS,Nissan Patrol Y61 – ZD30 engine - Exhaust bolts,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-CLAMP,Nissan Patrol Y61 – ZD30 engine - Exhaust clamp,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-GASKET,Nissan Patrol Y61 – ZD30 engine - Exhaust gasket,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-MANIFOLD-GASKET,Nissan Patrol Y61 – ZD30 engine - Exhaust manifold gasket,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-MOUNTING,Nissan Patrol Y61 – ZD30 engine - Exhaust mounting,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-PIPE,Nissan Patrol Y61 – ZD30 engine - Exhaust pipe,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-SILENCER,Nissan Patrol Y61 – ZD30 engine - Exhaust silencer,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-PARKIN-GASKET,Nissan Patrol Y61 – ZD30 engine - Parkin gasket,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-EXHAUST-FLEXIBLE-PIPE,Nissan Patrol Y61 – ZD30 engine - Exhaust flexible pipe,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-HEAT-SHIELD,Nissan Patrol Y61 – ZD30 engine - Heat shield,Exhaust System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Exhaust System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-INJECTOR-NOZZLES,Nissan Patrol Y61 – ZD30 engine - Fuel injector nozzles,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-INJECTORS,Nissan Patrol Y61 – ZD30 engine - Fuel injectors,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-LIFT-PUMP,Nissan Patrol Y61 – ZD30 engine - Fuel lift pump,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-NOZZLE-WASHERS,Nissan Patrol Y61 – ZD30 engine - Fuel nozzle washers,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-PRESSURE-REGULATOR,Nissan Patrol Y61 – ZD30 engine - Fuel pressure regulator,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-PUMP-GASKET,Nissan Patrol Y61 – ZD30 engine - Fuel pump gasket,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-TANK,Nissan Patrol Y61 – ZD30 engine - Fuel tank,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-WATER-SEPARATOR,Nissan Patrol Y61 – ZD30 engine - Fuel water separator,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-INTAKE-MANIFOLD,Nissan Patrol Y61 – ZD30 engine - Intake manifold,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-HORSE-PIPE-CLAMPS,Nissan Patrol Y61 – ZD30 engine - Fuel horse pipe clamps,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-HORSE-PIPE,Nissan Patrol Y61 – ZD30 engine - Fuel horse pipe,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FUEL-BREATHER-PIPE,Nissan Patrol Y61 – ZD30 engine - Fuel breather pipe,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-TANK-BELT-CLAMP,Nissan Patrol Y61 – ZD30 engine - Tank belt clamp,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-INTAKE-MANIFOLD-GASKET,Nissan Patrol Y61 – ZD30 engine - Intake manifold gasket,Fuel Supply System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Fuel Supply System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-END-ASSY-TIEROD-LH,"Nissan Patrol Y61 – ZD30 engine - End ASSY,tierod LH",Suspension & Steering System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Suspension & Steering System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-END-ASSY-TIEROD-RH,"Nissan Patrol Y61 – ZD30 engine - End ASSY,tierod RH",Suspension & Steering System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Suspension & Steering System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-FRONT-SHOCK-DAMPERS,Nissan Patrol Y61 – ZD30 engine - Front shock dampers,Suspension & Steering System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Suspension & Steering System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-BUSHING-REAR-SHOCK-ABSORBERS,"Nissan Patrol Y61 – ZD30 engine - Bushing, rear shock absorbers",Suspension & Steering System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Suspension & Steering System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
,ASM-NISSAN-PATROL-Y61-ZD30-ENGINE-SHOCK-ABSORBERS-FRONT,Nissan Patrol Y61 – ZD30 engine - Shock absorbers - front,Suspension & Steering System,PCS,Vehicle applicability: Nissan Patrol Y61 – ZD30 engine; System category: Suspension & Steering System; Source item group: Auto Parts; Source unit: Pc,1,1,1,0
