name,item_code,item_name,item_group,stock_uom,description,is_stock_item,is_sales_item,is_purchase_item,disabled
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-HEAD-HEADLAMP-RHS,Nissan vehicles – KA24 engine - LAMP ASSY-HEAD (Headlamp RHS),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PLUG-GLOW-GLOW-PLUGS,Nissan vehicles – KA24 engine - Plug-glow (Glow plugs),Electrical System,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BULB-12V5W-PARKING-BULB,Nissan vehicles – KA24 engine - Bulb 12V5W (Parking bulb),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-DOUBLE-FILAMENT-ROUND-BASED-BRAKE-BULB,Nissan vehicles – KA24 engine - Double filament round based (Brake bulb),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BULB-BRAKE-BULB-SINGLE-FILAMENT,"Nissan vehicles – KA24 engine - BULB (Brake bulb, single filament)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BODY-COMB-SW-SPIRAL-CABLE,Nissan vehicles – KA24 engine - BODY-COMB SW (Spiral cable),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FUSE-MINI-10A,Nissan vehicles – KA24 engine - Fuse-mini 10A,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FUSE-MINI-15AM,Nissan vehicles – KA24 engine - Fuse-mini 15AM,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FUSE-MINI,Nissan vehicles – KA24 engine - Fuse-mini,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-TGM-BULB-INDICATOR,Nissan vehicles – KA24 engine - TGM BULB INDICATOR,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ALTERNATOR-ASSY,Nissan vehicles – KA24 engine - ALTERNATOR ASSY,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-FOG-L,Nissan vehicles – KA24 engine - LAMP ASSY-FOG L,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-FOG-R,"Nissan vehicles – KA24 engine - LAMP ASSY-FOG,R",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BULB-FOG-LAMP,Nissan vehicles – KA24 engine - Bulb-fog Lamp,Electrical System,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SW-AUTO-POWER-W-POWER-WINDOW-SWITCH-MAIN,"Nissan vehicles – KA24 engine - SW-AUTO-POWER-W (Power window switch, main)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SITCH-ASSY-POWER-WINDOW-SWITCH-REAR,"Nissan vehicles – KA24 engine - SITCH ASSY (Power window switch, rear)",Electrical System,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SW-ASSY-P-WINDW-POWER-WINDOW-SWITCH-CO-DRIVER-S-DOOR,"Nissan vehicles – KA24 engine - SW ASSY-P/WINDW (Power window switch, co-driver's door)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-REGULATOR-ASSY-DRIVER-S-DOOR-REGULATOR,Nissan vehicles – KA24 engine - Regulator Assy- (Driver's door regulator),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-REGULATOR-DOOR-CO-DRIVER-S-DOOR-REGULATOR,Nissan vehicles – KA24 engine - REGULATOR-DOOR (Co-driver's door regulator),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-DOOR-REGULATOR-WINDOW-REGULATOR-REAR-DOOR,"Nissan vehicles – KA24 engine - Door regulator (Window regulator, rear door)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-STARTER-MOTOR,Nissan vehicles – KA24 engine - Starter Motor,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-RR-TAIL-LAMP-RHS,Nissan vehicles – KA24 engine - Lamp Assy Rr.** (Tail lamp RHS),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-RR-TAIL-LAMP-LHS,Nissan vehicles – KA24 engine - Lamp Assy Rr.** (Tail lamp LHS),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-70-AMP-MAINTENANCE-FREE-BATTERY,Nissan vehicles – KA24 engine - 70 Amp Maintenance free battery,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RADIO,Nissan vehicles – KA24 engine - Radio,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MIRROR-ASSY-DR-SIDE-MIRROR-COMPLETE,"Nissan vehicles – KA24 engine - Mirror Assy DR (Side mirror, complete)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-FR-WIND-WINDSCREEN,Nissan vehicles – KA24 engine - GLASS-FR WIND (Windscreen),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RUBBER-SEALANT,Nissan vehicles – KA24 engine - Rubber Sealant,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MLDG-WS-UPPER-UPPER-WINDSCREEN-MOLDING,Nissan vehicles – KA24 engine - MLDG WS UPPER (Upper windscreen molding,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RUBBER-DUMDUM-RUBBER,Nissan vehicles – KA24 engine - RUBBER-DUMDum rubber,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MUD-FLAP-FRONT,Nissan vehicles – KA24 engine - MUD FLAP-FRONT,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MUD-GUARD-RR-RH,Nissan vehicles – KA24 engine - MUD GUARD-RR RH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MUD-GUARD-RR-LH,Nissan vehicles – KA24 engine - MUD GUARD-RR LH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-FR-DR-LH,Nissan vehicles – KA24 engine - GLASS FR DR LH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-FR-DR-RH,Nissan vehicles – KA24 engine - GLASS FR DR RH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-RR-DR-LH,Nissan vehicles – KA24 engine - glaSS RR DR LH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-RR-DR-RH,Nissan vehicles – KA24 engine - GLASS RR DR RH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-GRILLE-RADIATOR,Nissan vehicles – KA24 engine - GRILLE-RADIATOR,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ASSY-FR-DOOR-OUTS-OUTER-DOOR-HANDLE-DRIVER-S-DOOR,"Nissan vehicles – KA24 engine - Assy- Fr Door outs (Outer door handle, driver's door)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HANDLE-ASSY-FR-OUTER-DOOR-HANDLE-CO-DRIVER-S-DOOR,"Nissan vehicles – KA24 engine - HANDLE ASSY-FR (Outer door handle, co- driver's door)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ASY-FR-DR-INS-L-INNER-DOOR-HANDLE-LH,"Nissan vehicles – KA24 engine - ASY FR DR INS L (Inner door handle, LH)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ASY-FR-DR-INS-R-INNER-DOOR-HANDE-RH,"Nissan vehicles – KA24 engine - ASY FR DR INS R (Inner door hande, RH)",Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ANTENNA,Nissan vehicles – KA24 engine - Antenna,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-LOCK-ASSY-FR-DO-DOOR-LOCK,Nissan vehicles – KA24 engine - LOCK ASSY-FR DO (door lock),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-VAD-D22-FRT-MOULDED-BMPR-FRONT-BUMPER,Nissan vehicles – KA24 engine - VAD D22 FRT MOULDED BMPR (Front bumper),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-REINF-ASSY-FRNT-FRONT-REINFORCEMENT-BUMPER,Nissan vehicles – KA24 engine - Reinf assy frnt (Front reinforcement bumper),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BUMPER-REAR-REAR-BUMPER,Nissan vehicles – KA24 engine - BUMPER-REAR (Rear bumper),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CABLE-COMPL-HOO-BONNET-CABLE,Nissan vehicles – KA24 engine - CABLE COMPL HOO (Bonnet cable),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-REFLECTOR-PAIR,"Nissan vehicles – KA24 engine - Reflector, pair",Electrical System,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MIR-ASSY-INSIDE-DRIVING-MIRROR,Nissan vehicles – KA24 engine - MIR ASSY INSIDE (Driving mirror),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SUNVISOR-LH,Nissan vehicles – KA24 engine - SUNVISOR LH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SUNVISOR-RH,Nissan vehicles – KA24 engine - SUNVISOR RH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-JACK-COMPL-JACK,Nissan vehicles – KA24 engine - JACK COMPL (Jack),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-ROD-ASSY-JACK-JACK-HANDLE,Nissan vehicles – KA24 engine - ROD ASSY JACK (Jack handle),Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-WARNING-TRIANGLE,Nissan vehicles – KA24 engine - Warning triangle,Electrical System,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-EY-SET-AND-LOCK,Nissan vehicles – KA24 engine - EY SET & LOCK,Electrical System,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SEAT-BELT-FR-LH,Nissan vehicles – KA24 engine - SEAT BELT FR LH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SEAT-BELT-FR-RHS,Nissan vehicles – KA24 engine - SEAT BELT FR RHS,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SEAT-BELT-REAR-LH,Nissan vehicles – KA24 engine - SEAT BELT REAR LH,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-SEAT-BELT-REAR-RHS,Nissan vehicles – KA24 engine - SEAT BELT REAR RHS,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-DOOR-HINGE-FR-L,Nissan vehicles – KA24 engine - DOOR HINGE FR L,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-DOOR-HINGE-F-UPR,Nissan vehicles – KA24 engine - DOOR HINGE F UPR,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HINGE-RR-LWR-L,Nissan vehicles – KA24 engine - HINGE RR LWR L,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HINGE-RR-LWR-R,Nissan vehicles – KA24 engine - HINGE RR LWR R,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HINGE-RR-DR-UPR-L,Nissan vehicles – KA24 engine - HINGE RR DR UPR L,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HINGE-RR-DR-UPR-R,Nissan vehicles – KA24 engine - HINGE RR DR UPR R,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-HINGE-RR-DR-LWR,Nissan vehicles – KA24 engine - HINGE RR DR LWR,Electrical System,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Electrical System; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INSUL-BODY-MTG-MIDDLE-CABIN-MOUNTINGS,Nissan vehicles – KA24 engine - INSUL BODY MTG (middle cabin mountings),Other Miscellaneous Parts,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-INSULATOR-3RD-FRONT-BODY-MOUNTINGS,Nissan vehicles – KA24 engine - INSULATOR-3RD (Front body mountings),Other Miscellaneous Parts,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RUB-BODY-MTG-4T-REAR-BODY-MOUNTINGS,Nissan vehicles – KA24 engine - RUB-BODY MTG 4T (Rear body mountings),Other Miscellaneous Parts,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-MALE-ASSY-HOOD-BONNET-LOCK,Nissan vehicles – KA24 engine - MALE ASSY-HOOD (Bonnet lock),Other Miscellaneous Parts,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-RUB-BMPR-HOOD-FRONT-BONNET-RUBBERS,Nissan vehicles – KA24 engine - RUB BMPR HOOD (Front bonnet rubbers),Other Miscellaneous Parts,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-BMPR-HOODLEDGE-BONNET-SIDE-RUBBERS,Nissan vehicles – KA24 engine - BMPR HOODLEDGE (Bonnet side rubbers),Other Miscellaneous Parts,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-PANEL-ASSY-INST-BONNET,Nissan vehicles – KA24 engine - Panel assy-inst (Bonnet),Other Miscellaneous Parts,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: PC,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-FLOOR-MATS-RUBBER,"Nissan vehicles – KA24 engine - Floor mats, rubber",Other Miscellaneous Parts,Set,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: Set,1,1,1,0
,ASM-NISSAN-VEHICLES-KA24-ENGINE-CHECK-LINK-FR-D-SEAL,Nissan vehicles – KA24 engine - CHECK LINK FR D (Seal),Other Miscellaneous Parts,PCS,Vehicle applicability: Nissan vehicles – KA24 engine; System category: Other Miscellaneous Parts; Source item group: Auto Parts; Source unit: PC,1,1,1,0
