Vehicle Group,full item name,System Category,Item Name,item group,Unit,Price VAT tax Excl (source),VAT tax,price VAT tax Incl (source)
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GASKET-ENGINE (Overhaul gasket kit),Engine Components,GASKET-ENGINE (Overhaul gasket kit),Auto Parts,PC,"1,286,960.76","231,652.94","1,518,613.69"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine PUMP ASSY OIL D (Oil pump),Engine Components,PUMP ASSY OIL D (Oil pump),Auto Parts,PC,"1,043,502.35","187,830.42","1,231,332.78"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ROD COMP-CON (Connecting rods),Engine Components,ROD COMP-CON (Connecting rods),Auto Parts,Set,"3,540,869.88","637,356.58","4,178,226.46"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine PUMP INJECTION (Injector pump),Engine Components,PUMP INJECTION (Injector pump),Auto Parts,PC,"9,990,431.47","1,798,277.67","11,788,709.14"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine injector pump service,Engine Components,injector pump service,Auto Parts,PC,"7,758,064.52","1,396,451.61","9,154,516.14"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Fluid Gasket (Sealant tube),Engine Components,Fluid Gasket (Sealant tube),Auto Parts,PC,"525,512.67","94,592.28","620,104.95"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine FAN COOLING,Engine Components,FAN COOLING,Auto Parts,PC,"660,314.78","118,856.66","779,171.45"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Canshaft pulley,Engine Components,Canshaft pulley,Auto Parts,PC,"453,126.14","81,562.70","534,688.84"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Crankshaft pulley,Engine Components,Crankshaft pulley,Auto Parts,PC,"918,629.97","165,353.40","1,083,983.37"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine FAN ASSY-COND (AC fan shroud),Engine Cooling System,FAN ASSY-COND (AC fan shroud),Auto Parts,PC,"259,570.15","46,722.63","306,292.78"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Shroud-rad.lowe (Cooling fan shroud),Engine Cooling System,Shroud-rad.lowe (Cooling fan shroud),Auto Parts,PC,"841,625.54","151,492.60","993,118.14"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Radiator assy,Engine Cooling System,Radiator assy,Auto Parts,PC,"4,720,807.36","849,745.33","5,570,552.69"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CAP ASSY-PRESSU (Radiator cap),Engine Cooling System,CAP ASSY-PRESSU (Radiator cap),Auto Parts,PC,"62,693.13","11,284.76","73,977.89"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MOUNTING RUBBER (Upper radiator mounti,Engine Cooling System,MOUNTING RUBBER (Upper radiator mounti,Auto Parts,Set,"65,847.60","11,852.57","77,700.17"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine RUBBER-MOUNTING (Lower radiator mounti,Engine Cooling System,RUBBER-MOUNTING (Lower radiator mounti,Auto Parts,Set,"52,722.46","9,490.04","62,212.50"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine HOSE-RESERVE TA (Reserve tank pipe),Engine Cooling System,HOSE-RESERVE TA (Reserve tank pipe),Auto Parts,PC,"27,930.54","5,027.50","32,958.04"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Nozzle Washer (Wiper nozzles),Engine Cooling System,Nozzle Washer (Wiper nozzles),Auto Parts,Set,"114,321.83","20,577.93","134,899.77"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TANK ASSY-RESER (Reservoir tank),Engine Cooling System,TANK ASSY-RESER (Reservoir tank),Auto Parts,PC,"370,499.76","66,689.96","437,189.71"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BODY-CLEANER (Air cleaner housing),Engine Cooling System,BODY-CLEANER (Air cleaner housing),Auto Parts,PC,"865,212.74","155,738.29","1,020,951.04"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine PUMP ASSY-WATER (Water pump),Engine Cooling System,PUMP ASSY-WATER (Water pump),Auto Parts,PC,"1,967,835.07","354,210.31","2,322,045.39"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Water temperature sensor,Engine Cooling System,Water temperature sensor,Auto Parts,PC,"166,293.00","29,932.74","196,225.74"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ENGINE COOLANT,Engine Cooling System,ENGINE COOLANT,Auto Parts,PC,"199,841.28","35,971.43","235,812.71"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GASKET-WATER PU (Water pump gasket),Engine Cooling System,GASKET-WATER PU (Water pump gasket),Auto Parts,PC,"30,181.47","5,432.66","35,614.14"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TANK ASSY -WS WASH (Wiper tank tank),Engine Cooling System,TANK ASSY -WS WASH (Wiper tank tank),Auto Parts,PC,"185,083.43","33,315.02","218,398.45"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine FILTER ASSY-OIL (Oil filter),Engine Oil System,FILTER ASSY-OIL (Oil filter),Auto Parts,PC,"116,319.14","20,937.45","137,256.59"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CAP ASSY-OIL FI (Oil filler cap),Engine Oil System,CAP ASSY-OIL FI (Oil filler cap),Auto Parts,PC,"29,615.86","5,330.85","34,946.71"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine PUMP ASSY OIL D (Oil pump),Engine Oil System,PUMP ASSY OIL D (Oil pump),Auto Parts,PC,"1,043,502.35","187,830.42","1,231,332.78"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine HOSE-WATER (Oil cooler pipe),Engine Oil System,HOSE-WATER (Oil cooler pipe),Auto Parts,PC,"96,726.54","17,410.78","114,137.32"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine COOLER OIL (Oil cooler),Engine Oil System,COOLER OIL (Oil cooler),Auto Parts,PC,"6,421,345.73","1,155,842.23","7,577,187.96"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine STRAINER OIL (Oil strainer),Engine Oil System,STRAINER OIL (Oil strainer),Auto Parts,PC,"228,786.33","41,181.54","269,967.87"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GAUGE OIL LEVEL (Dipstick),Engine Oil System,GAUGE OIL LEVEL (Dipstick),Auto Parts,PC,"86,740.03","15,613.21","102,353.24"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine PAN ASSY-OIL (Oil pan),Engine Oil System,PAN ASSY-OIL (Oil pan),Auto Parts,PC,"858,364.85","154,505.67","1,012,870.52"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BRACKET-OIL FIL (Oil filter bracket),Engine Oil System,BRACKET-OIL FIL (Oil filter bracket),Auto Parts,PC,"449,710.26","80,947.85","530,658.10"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine WASHER DRAIN (Drain plug washer),Engine Oil System,WASHER DRAIN (Drain plug washer),Auto Parts,PC,"6,911.31","1,244.04","8,155.34"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine SPARK PLUGS,Engine Oil System,SPARK PLUGS,Auto Parts,PC,"114,180.50","20,552.49","134,732.99"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine MFLR ASSY (Exhaust pipe complete( Silencers,pipes etc))",Exhaust System,"MFLR ASSY (Exhaust pipe complete( Silencers,pipes etc))",Auto Parts,PC,"1,101,766.35","198,317.94","1,300,084.29"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CONVERTER ASSY (Catalytic converter),Exhaust System,CONVERTER ASSY (Catalytic converter),Auto Parts,PC,"5,235,470.71","942,384.73","6,177,855.44"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Exhaust tube(Tube Exhaust Fr),Exhaust System,Exhaust tube(Tube Exhaust Fr),Auto Parts,PC,"1,551,474.84","279,265.47","1,830,740.31"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BOLT (Exhaust bolt),Exhaust System,BOLT (Exhaust bolt),Auto Parts,PC,"7,006.42","1,261.15","8,267.57"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BOLT HEX HD (Exhaust bolt),Exhaust System,BOLT HEX HD (Exhaust bolt),Auto Parts,PC,"104,874.27","18,877.37","123,751.64"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BOLT (Exhaust bolt),Exhaust System,BOLT (Exhaust bolt),Auto Parts,PC,"42,038.47","7,566.93","49,605.40"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine SCR-HEX HD PP W (Exhaust bolt),Exhaust System,SCR-HEX HD PP W (Exhaust bolt),Auto Parts,Set,"47,745.06","8,594.11","56,339.17"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CLAMP-EXH MTG (exhaust clamp),Exhaust System,CLAMP-EXH MTG (exhaust clamp),Auto Parts,PC,"187,587.98","33,765.84","221,353.82"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Gasket, exhaust Big (Exhaust manifold gasket)",Exhaust System,"Gasket, exhaust Big (Exhaust manifold gasket)",Auto Parts,PC,"203,341.93","36,601.55","239,943.48"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Gasket, exhaust (Pipe connector gasket)",Exhaust System,"Gasket, exhaust (Pipe connector gasket)",Auto Parts,PC,"63,666.82","11,460.03","53,954.93"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Bracket - Exh M (Exhaust mounting bracket),Exhaust System,Bracket - Exh M (Exhaust mounting bracket),Auto Parts,PC,"105,191.31","18,934.44","124,125.74"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine INSUL EXH MTG (Exhaust mounting),Exhaust System,INSUL EXH MTG (Exhaust mounting),Auto Parts,PC,"176,000.46","31,680.08","207,680.54"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine MNTG Bracket (Exhaust mounting, front)",Exhaust System,"MNTG Bracket (Exhaust mounting, front)",Auto Parts,PC,"125,830.11","22,649.42","148,479.53"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BRKT EXH MTG (Exhaust pipe bracket),Exhaust System,BRKT EXH MTG (Exhaust pipe bracket),Auto Parts,PC,"30,149.77","5,426.96","35,576.72"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Insul-heat Exh (Exhaust insulator),Exhaust System,Insul-heat Exh (Exhaust insulator),Auto Parts,PC,"35,333.25","6,359.99","41,693.24"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine INJECTOR-FUEL (Injector Nozzle, complete)",Fuel Supply System,"INJECTOR-FUEL (Injector Nozzle, complete)",Auto Parts,Set,"17,597,192.52","3,167,494.65","20,764,687.18"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine 16401-VC10C COVER-UPPER (Fuel Lift pump),Fuel Supply System,16401-VC10C COVER-UPPER (Fuel Lift pump),Auto Parts,PC,"270,614.16","48,710.55","319,324.71"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Gasket-nozzle (Injector Nozzle seal),Fuel Supply System,Gasket-nozzle (Injector Nozzle seal),Auto Parts,Set,"65,689.08","11,824.03","77,513.11"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TUBE ASSY-FUEL (Fuel return pipe),Fuel Supply System,TUBE ASSY-FUEL (Fuel return pipe),Auto Parts,PC,"4,847,597.60","872,567.57","5,720,165.17"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TUBE ASSY-INJEC (Fuel rail),Fuel Supply System,TUBE ASSY-INJEC (Fuel rail),Auto Parts,PC,"385,400.26","69,372.05","454,772.31"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TUBE-INJECTION (Fuel rail pipe1),Fuel Supply System,TUBE-INJECTION (Fuel rail pipe1),Auto Parts,PC,"248,585.00","44,745.30","293,330.30"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TUBE ASSY-INJEC (Fuel rail pipe2),Fuel Supply System,TUBE ASSY-INJEC (Fuel rail pipe2),Auto Parts,PC,"381,627.58","68,692.96","450,320.55"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TUBE ASSY-INJEC (Fuel rail pipe3),Fuel Supply System,TUBE ASSY-INJEC (Fuel rail pipe3),Auto Parts,PC,"252,056.49","45,370.17","297,426.66"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TUBE ASSY-INJEC (Fuel rail pipe4),Fuel Supply System,TUBE ASSY-INJEC (Fuel rail pipe4),Auto Parts,PC,"515,795.63","92,843.21","608,638.85"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine O RING (Tank belt clamp),Fuel Supply System,O RING (Tank belt clamp),Auto Parts,PC,"30,989.91","5,578.18","36,568.09"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Cap-filler-scre (Fuel tank cap - rubber),Fuel Supply System,Cap-filler-scre (Fuel tank cap - rubber),Auto Parts,PC,"179,773.14","32,359.17","212,132.31"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Manifold Assy-I (Intake manifold ass),Fuel Supply System,Manifold Assy-I (Intake manifold ass),Auto Parts,PC,"2,917,267.43","525,108.14","3,442,375.57"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Suction control valve,Fuel Supply System,Suction control valve,Auto Parts,PC,"1,300,000.00","234,000.00","1,534,000.00"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Fuel filter senosr,Fuel Supply System,Fuel filter senosr,Auto Parts,PC,"516,531.08","92,975.59","609,506.68"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Gasket-manifold,Fuel Supply System,Gasket-manifold,Auto Parts,PC,"239,454.46","43,101.80","282,556.26"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Link Compl-fr S (Ball joint - upper LH),Suspension & Steering System,Link Compl-fr S (Ball joint - upper LH),Auto Parts,PC,"945,865.74","170,255.83","1,116,121.58"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine LINK COMPL RH (Ball joint - upper RH),Suspension & Steering System,LINK COMPL RH (Ball joint - upper RH),Auto Parts,PC,"945,865.74","170,255.83","1,116,121.58"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Link Compl-fr S (Ball joint - lower RH),Suspension & Steering System,Link Compl-fr S (Ball joint - lower RH),Auto Parts,PC,"957,358.16","172,324.47","1,129,682.63"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Link Compl-fr S (Ball joint - lower LH),Suspension & Steering System,Link Compl-fr S (Ball joint - lower LH),Auto Parts,PC,"957,358.16","172,324.47","1,129,682.63"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Rod Kit-relay * (Track rod),Suspension & Steering System,Rod Kit-relay * (Track rod),Auto Parts,PC,"1,610,048.33","289,808.70","1,899,857.02"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Rod Kit - Tie; (Tie rod ends),Suspension & Steering System,Rod Kit - Tie; (Tie rod ends),Auto Parts,Set,"1,688,862.54","303,995.26","1,992,857.80"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ABSORBER-SHOCK (Front shock absorbers),Suspension & Steering System,ABSORBER-SHOCK (Front shock absorbers),Auto Parts,Set,"686,300.23","123,534.04","809,834.27"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Bush *telex* (Shock absorber bushes),Suspension & Steering System,Bush *telex* (Shock absorber bushes),Auto Parts,Set,"61,282.34","11,030.82","72,313.16"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Shock RR 2WD KA (rear shock absorbers),Suspension & Steering System,Shock RR 2WD KA (rear shock absorbers),Auto Parts,Set,"649,155.24","116,847.94","766,003.19"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine BUSH STAB (Stabiliser bar bushes, big)",Suspension & Steering System,"BUSH STAB (Stabiliser bar bushes, big)",Auto Parts,Set,"129,283.48","23,271.03","152,554.51"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Stabiliser bar bushes, small",Suspension & Steering System,"Stabiliser bar bushes, small",Auto Parts,Set,"233,852.74","42,093.49","275,946.23"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine BUSH RR SPR RR (Spring bushes, small)",Suspension & Steering System,"BUSH RR SPR RR (Spring bushes, small)",Auto Parts,Set,"86,385.33","15,549.36","101,934.69"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Bush-spring (Spring bushes, big)",Suspension & Steering System,"Bush-spring (Spring bushes, big)",Auto Parts,Set,"52,770.76","9,498.74","62,269.49"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine SPRING ASSY RR (Leaf spring, complete)",Suspension & Steering System,"SPRING ASSY RR (Leaf spring, complete)",Auto Parts,Set,"5,626,086.15","1,012,695.51","6,638,781.66"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Clip RR Spring (leaf spring clamps),Suspension & Steering System,Clip RR Spring (leaf spring clamps),Auto Parts,PC,"182,864.20","32,915.56","215,779.76"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine SEAT ASSY-RR SP U - bolts mounting plates - set,Suspension & Steering System,SEAT ASSY-RR SP U - bolts mounting plates - set,Auto Parts,PC,"378,821.85","68,187.93","447,009.78"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine PAD ASSY-RR SPR (Leaf spring seat),Suspension & Steering System,PAD ASSY-RR SPR (Leaf spring seat),Auto Parts,PC,"170,214.62","30,638.63","200,853.25"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ARM ASSY FR SPR (Anchor arm),Suspension & Steering System,ARM ASSY FR SPR (Anchor arm),Auto Parts,PC,"213,822.40","38,488.03","252,310.44"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ARM ASSY ANCHOR (Anchor arm),Suspension & Steering System,ARM ASSY ANCHOR (Anchor arm),Auto Parts,PC,"221,019.05","39,783.43","260,802.48"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine PULLEY-PUMP (Power steering pump pulley),Suspension & Steering System,PULLEY-PUMP (Power steering pump pulley),Auto Parts,PC,"636,553.22","114,579.58","751,132.80"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Power Pump assy (Steering pump),Suspension & Steering System,Power Pump assy (Steering pump),Auto Parts,PC,"3,136,859.83","564,634.77","3,701,494.60"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ArmKit-Pitman+- (Pitman arm),Suspension & Steering System,ArmKit-Pitman+- (Pitman arm),Auto Parts,PC,"550,447.26","99,080.51","649,527.76"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Idler Kit **tel (Idler arm),Suspension & Steering System,Idler Kit **tel (Idler arm),Auto Parts,PC,"770,166.46","138,629.96","908,796.42"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine COLUMN ASSY-STE (steering column),Suspension & Steering System,COLUMN ASSY-STE (steering column),Auto Parts,PC,"3,175,601.17","571,608.21","3,747,209.38"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine WHEEL ASSY-STEE (Steering wheel),Suspension & Steering System,WHEEL ASSY-STEE (Steering wheel),Auto Parts,PC,"5,448,833.42","980,790.02","6,429,623.43"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Transfer case seal,Suspension & Steering System,Transfer case seal,Auto Parts,PC,"185,994.04","33,478.93","219,472.97"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BRNG. Kit Centr (Center bearing),Transmission System,BRNG. Kit Centr (Center bearing),Auto Parts,PC,"538,416.62","96,914.99","635,331.61"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Clutch Disc (Clutch plate),Transmission System,Clutch Disc (Clutch plate),Auto Parts,PC,"1,409,953.42","253,791.61","1,663,745.03"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Cover-Clutch (Pressure plate),Transmission System,Cover-Clutch (Pressure plate),Auto Parts,PC,"1,509,944.52","271,790.01","1,781,734.54"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Bearing Clutch (Release bearing),Transmission System,Bearing Clutch (Release bearing),Auto Parts,PC,"487,966.35","87,833.94","575,800.29"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Spring-return (Return spring),Transmission System,Spring-return (Return spring),Auto Parts,PC,"9,748.74","1,754.77","11,503.52"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Pedal Assy Clut (Clutch pedal assembly),Transmission System,Pedal Assy Clut (Clutch pedal assembly),Auto Parts,PC,"1,005,261.74","180,947.11","1,186,208.86"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TRANSMISSION (Gearbox assembly),Transmission System,TRANSMISSION (Gearbox assembly),Auto Parts,PC,"22,363,075.05","4,025,353.51","26,388,428.56"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine RR EXC BRAKES A (,Transmission System,RR EXC BRAKES A (,Auto Parts,PC,"46,849,204.15","8,432,856.75","55,282,060.90"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine SFT-RR AXLE RH (Differential shaft RH),Transmission System,SFT-RR AXLE RH (Differential shaft RH),Auto Parts,PC,"3,067,398.06","552,131.65","3,619,529.71"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine SFT-RR Axle (Differential shaft LH),Transmission System,SFT-RR Axle (Differential shaft LH),Auto Parts,PC,"1,154,314.44","207,776.60","1,362,091.04"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Seal - Grease R (Grease seal),Transmission System,Seal - Grease R (Grease seal),Auto Parts,PC,"75,136.65","13,524.60","88,661.25"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BRG Assy - Tape,Transmission System,BRG Assy - Tape,Auto Parts,Set,"462,962.20","83,333.20","546,295.40"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine FLYWHELL ASSY,Transmission System,FLYWHELL ASSY,Auto Parts,PC,"5,652,304.73","1,017,414.85","6,669,719.58"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Seal (Transfer case seal),Transmission System,Seal (Transfer case seal),Auto Parts,PC,"31,164.27","5,609.57","36,773.84"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine INSULATOR-ENGIN (Gearbox mountings),Transmission System,INSULATOR-ENGIN (Gearbox mountings),Auto Parts,Set,"510,580.44","91,904.48","602,484.92"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Case Transfer F (Transfer case, front)",Transmission System,"Case Transfer F (Transfer case, front)",Auto Parts,PC,"2,438,247.54","438,884.56","2,877,132.10"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Case (Transfer case, center)",Transmission System,"Case (Transfer case, center)",Auto Parts,PC,"2,587,633.14","465,773.97","3,053,407.11"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CASE-TRANSFER (Differential case),Transmission System,CASE-TRANSFER (Differential case),Auto Parts,PC,"3,201,058.86","576,190.59","3,777,249.45"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine High gear cover,Transmission System,High gear cover,Auto Parts,PC,"3,551,105.58","639,199.00","4,190,304.59"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Cross bearing,Transmission System,Cross bearing,Auto Parts,PC,"441,509.44","79,471.70","520,981.14"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Alloy Wheel (Rim),Transmission System,Alloy Wheel (Rim),Auto Parts,PC,"6,670,358.71","1,200,664.57","7,871,023.28"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Tyre repair (per tyre),Transmission System,Tyre repair (per tyre),Auto Parts,PC,"33,619.47","6,051.50","39,670.97"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine WRENCH WHL NUT (Wheel spanner),Transmission System,WRENCH WHL NUT (Wheel spanner),Auto Parts,PC,"66,545.07","11,978.11","78,523.19"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine WHEEL BOLT (Wheel stud, front)",Transmission System,"WHEEL BOLT (Wheel stud, front)",Auto Parts,PC,"130,300.26","23,454.05","153,754.30"
Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine BOLT-HUB (Wheel stud,rear)",Transmission System,"BOLT-HUB (Wheel stud,rear)",Auto Parts,PC,"144,756.93","26,056.25","170,813.18"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Compressor (AC pump),Air Conditioning System,Compressor (AC pump),Auto Parts,PC,"7,158,192.09","1,288,474.58","8,446,666.67"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Pipe Assy-Fr cooler High (Condenser),Air Conditioning System,Pipe Assy-Fr cooler High (Condenser),Auto Parts,PC,"1,029,768.33","185,358.30","1,215,126.63"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine VALVE-EXPANSION (Expansion valve),Air Conditioning System,VALVE-EXPANSION (Expansion valve),Auto Parts,PC,"725,496.62","130,589.39","856,086.01"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Evaporator Assy (Ac evaporator),Air Conditioning System,Evaporator Assy (Ac evaporator),Auto Parts,PC,"5,268,679.85","948,362.37","6,217,042.22"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine RELAY-LIGHT (AC relay),Air Conditioning System,RELAY-LIGHT (AC relay),Auto Parts,PC,"143,980.20","25,916.44","169,896.64"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CONT ASSY-AIR C (AC selector knob assy),Air Conditioning System,CONT ASSY-AIR C (AC selector knob assy),Auto Parts,PC,"1,237,614.67","222,770.64","1,460,385.32"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Ac gas,Air Conditioning System,Ac gas,Auto Parts,Gram,390,70.2,460.2
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine single wiper blade 19 (Wiper balde),Wiper System,single wiper blade 19 (Wiper balde),Auto Parts,PC,"233,652.75","42,057.50","275,710.25"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MOTOR A-WIPER (Wiper motor),Wiper System,MOTOR A-WIPER (Wiper motor),Auto Parts,PC,"1,740,744.87","313,334.08","2,054,078.95"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Wiper Arm,Wiper System,Wiper Arm,Auto Parts,PC,"259,998.15","46,799.67","306,797.82"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Wiper hose,Wiper System,Wiper hose,Auto Parts,PC,"309,751.80","55,755.32","365,507.13"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Bulb Head Lamp,Electrical System,Bulb Head Lamp,Auto Parts,PC,"405,139.38","72,925.09","478,064.47"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine LAMP ASSY-LH (Headlamp LHS),Electrical System,LAMP ASSY-LH (Headlamp LHS),Auto Parts,PC,"953,078.23","171,554.08","1,124,632.31"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine LAMP ASSY-HEAD (Headlamp RHS),Electrical System,LAMP ASSY-HEAD (Headlamp RHS),Auto Parts,PC,"953,078.23","171,554.08","1,124,632.31"
Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Plug-glow (Glow plugs),Electrical System,Plug-glow (Glow plugs),Auto Parts,Set,"1,406,355.09","253,143.92","1,659,499.01"
