Vehicle Group,full item name,System Category,Item Name,item group,Unit,Price VAT tax Excl (source),VAT tax,price VAT tax Incl (source)
Ford vehicles – T6,Ford vehicles – T6 Fog lamps,Electrical System,Fog lamps,Auto Parts,PCS,"491,397.00","88,452.00","579,849.00"
Ford vehicles – T6,Ford vehicles – T6 Sport lights,Electrical System,Sport lights,Auto Parts,PCS,"491,397.00","88,452.00","579,849.00"
Ford vehicles – T6,Ford vehicles – T6 Electrical fuel pump,Electrical System,Electrical fuel pump,Auto Parts,PCS,"3,693,816.00","664,887.00","4,358,703.00"
Ford vehicles – T6,Ford vehicles – T6 Fuse box complete,Electrical System,Fuse box complete,Auto Parts,PCS,"2,605,032.00","468,906.00","3,073,938.00"
Ford vehicles – T6,Ford vehicles – T6 Fuel gauges,Electrical System,Fuel gauges,Auto Parts,PCS,"4,096,387.00","737,350.00","4,833,737.00"
Ford vehicles – T6,Ford vehicles – T6 Glow plug,Electrical System,Glow plug,Auto Parts,PCS,"109,924.00","19,786.00","129,710.00"
Ford vehicles – T6,Ford vehicles – T6 Door mirror switch,Electrical System,Door mirror switch,Auto Parts,PCS,"576,215.00","103,719.00","679,934.00"
Ford vehicles – T6,Ford vehicles – T6 Door glass switch,Electrical System,Door glass switch,Auto Parts,PCS,"804,073.00","144,733.00","948,806.00"
Ford vehicles – T6,Ford vehicles – T6 Window motors,Electrical System,Window motors,Auto Parts,PCS,"2,104,375.00","378,788.00","2,483,163.00"
Ford vehicles – T6,Ford vehicles – T6 Window regulators,Electrical System,Window regulators,Auto Parts,PCS,"2,104,375.00","378,788.00","2,483,163.00"
Ford vehicles – T6,Ford vehicles – T6 LAMP,Electrical System,LAMP,Auto Parts,PCS,"4,897,677.00","881,582.00","5,779,259.00"
Ford vehicles – T6,Ford vehicles – T6 Wiper motor relays,Electrical System,Wiper motor relays,Auto Parts,PCS,"1,121,161.00","201,809.00","1,322,970.00"
Ford vehicles – T6,Ford vehicles – T6 Headlamp relays,Electrical System,Headlamp relays,Auto Parts,PCS,"387,097.00","69,677.00","456,774.00"
Ford vehicles – T6,Ford vehicles – T6 Heater relay,Electrical System,Heater relay,Auto Parts,PCS,"876,516.00","157,773.00","1,034,289.00"
Ford vehicles – T6,Ford vehicles – T6 Electrical window master switches,Electrical System,Electrical window master switches,Auto Parts,PCS,"1,656,774.00","298,219.00","1,954,994.00"
Ford vehicles – T6,Ford vehicles – T6 Single Switch,Electrical System,Single Switch,Auto Parts,PCS,"804,073.00","144,733.00","948,806.00"
Ford vehicles – T6,Ford vehicles – T6 Head lamp switches,Electrical System,Head lamp switches,Auto Parts,PCS,"500,000.00","90,000.00","590,000.00"
Ford vehicles – T6,Ford vehicles – T6 Number plate lamps,Electrical System,Number plate lamps,Auto Parts,PCS,"11,000.00","1,980.00","12,980.00"
Ford vehicles – T6,Ford vehicles – T6 Heater blower motors,Electrical System,Heater blower motors,Auto Parts,PCS,"993,290.00","178,792.00","1,172,083.00"
Ford vehicles – T6,Ford vehicles – T6 Heater control valves,Electrical System,Heater control valves,Auto Parts,PCS,"1,035,226.00","186,341.00","1,221,566.00"
Ford vehicles – T6,Ford vehicles – T6 Battery Din 80,Electrical System,Battery Din 80,Auto Parts,PCS,"1,040,000.00","187,200.00","1,227,200.00"
Ford vehicles – T6,Ford vehicles – T6 Battery N45,Electrical System,Battery N45,Auto Parts,PCS,"581,613.00","104,690.00","686,303.00"
Ford vehicles – T6,Ford vehicles – T6 Electronic Control Unit (ECU),Electrical System,Electronic Control Unit (ECU),Auto Parts,PCS,"6,353,434.00","1,143,618.00","7,497,052.00"
Ford vehicles – T6,Ford vehicles – T6 Body Control Module (BCM),Electrical System,Body Control Module (BCM),Auto Parts,PCS,"6,353,434.00","1,143,618.00","7,497,052.00"
Ford vehicles – T6,Ford vehicles – T6 Heater plugs,Electrical System,Heater plugs,Auto Parts,PCS,"109,924.00","19,786.00","129,710.00"
Ford vehicles – T6,Ford vehicles – T6 Bulb head lamp,Electrical System,Bulb head lamp,Auto Parts,PCS,"369,110.00","66,440.00","435,550.00"
Ford vehicles – T6,Ford vehicles – T6 Brake bulb double filament,Electrical System,Brake bulb double filament,Auto Parts,PCS,"78,194.00","14,075.00","92,268.00"
Ford vehicles – T6,"Ford vehicles – T6 Bulb, single filament",Electrical System,"Bulb, single filament",Auto Parts,PCS,"132,000.00","23,760.00","155,760.00"
Ford vehicles – T6,Ford vehicles – T6 Bulb Number plate,Electrical System,Bulb Number plate,Auto Parts,PCS,"11,914.00","2,145.00","14,059.00"
Ford vehicles – T6,Ford vehicles – T6 Bulb Indicator front,Electrical System,Bulb Indicator front,Auto Parts,PCS,"12,265.00","2,208.00","14,472.00"
Ford vehicles – T6,Ford vehicles – T6 Bulb indicator rear,Electrical System,Bulb indicator rear,Auto Parts,PCS,"12,265.00","2,208.00","14,472.00"
Ford vehicles – T6,"Ford vehicles – T6 Bulb, parking front",Electrical System,"Bulb, parking front",Auto Parts,PCS,"308,713.00","55,568.00","364,281.00"
Ford vehicles – T6,Ford vehicles – T6 Head lamp,Electrical System,Head lamp,Auto Parts,PCS,"1,021,687.00","183,904.00","1,205,591.00"
Ford vehicles – T6,Ford vehicles – T6 High tension leads,Electrical System,High tension leads,Auto Parts,PCS,"486,740.00","87,613.00","574,353.00"
Ford vehicles – T6,Ford vehicles – T6 Ignition control units,Electrical System,Ignition control units,Auto Parts,PCS,"6,353,434.00","1,143,618.00","7,497,052.00"
Ford vehicles – T6,Ford vehicles – T6 Ignition switch,Electrical System,Ignition switch,Auto Parts,PCS,"1,958,006.00","352,441.00","2,310,447.00"
Ford vehicles – T6,Ford vehicles – T6 Indicator lights,Electrical System,Indicator lights,Auto Parts,PCS,"12,265.00","2,208.00","14,472.00"
Ford vehicles – T6,Ford vehicles – T6 Parking light,Electrical System,Parking light,Auto Parts,PCS,"286,740.00","51,613.00","338,353.00"
Ford vehicles – T6,Ford vehicles – T6 50 amps,Electrical System,50 amps,Auto Parts,PCS,"120,000.00","21,600.00","141,600.00"
Ford vehicles – T6,Ford vehicles – T6 10 amps,Electrical System,10 amps,Auto Parts,PCS,"76,400.00","13,752.00","90,152.00"
Ford vehicles – T6,Ford vehicles – T6 15 amps,Electrical System,15 amps,Auto Parts,PCS,"892,350.00","160,623.00","1,052,973.00"
Ford vehicles – T6,Ford vehicles – T6 Tails lights/rear light,Electrical System,Tails lights/rear light,Auto Parts,PCS,"1,590,581.00","286,305.00","1,876,885.00"
Ford vehicles – T6,Ford vehicles – T6 Thermostat housing,Electrical System,Thermostat housing,Auto Parts,PCS,"423,060.00","76,151.00","499,211.00"
Ford vehicles – T6,Ford vehicles – T6 Door handle - outer,Other Miscellaneous Parts,Door handle - outer,Auto Parts,PCS,"251,355.00","45,244.00","296,599.00"
Ford vehicles – T6,Ford vehicles – T6 Door handles,Other Miscellaneous Parts,Door handles,Auto Parts,PCS,"251,355.00","45,244.00","296,599.00"
Ford vehicles – T6,Ford vehicles – T6 Door locks,Other Miscellaneous Parts,Door locks,Auto Parts,PCS,"559,097.00","100,637.00","659,734.00"
Ford vehicles – T6,Ford vehicles – T6 Rear and Front bumper,Other Miscellaneous Parts,Rear and Front bumper,Auto Parts,PCS,"4,731,355.00","851,644.00","5,582,999.00"
Ford vehicles – T6,Ford vehicles – T6 Door winding machine,Other Miscellaneous Parts,Door winding machine,Auto Parts,PCS,"1,656,774.00","298,219.00","1,954,994.00"
Ford vehicles – T6,Ford vehicles – T6 Front grill,Other Miscellaneous Parts,Front grill,Auto Parts,PCS,"2,712,903.00","488,323.00","3,201,226.00"
Ford vehicles – T6,Ford vehicles – T6 Bonnet cable,Other Miscellaneous Parts,Bonnet cable,Auto Parts,PCS,"248,284.00","44,691.00","292,975.00"
Ford vehicles – T6,Ford vehicles – T6 Bonnet mounting,Other Miscellaneous Parts,Bonnet mounting,Auto Parts,PCS,"56,903.00","10,243.00","67,146.00"
Ford vehicles – T6,Ford vehicles – T6 Rear lights complete,Other Miscellaneous Parts,Rear lights complete,Auto Parts,PCS,"1,590,581.00","286,305.00","1,876,885.00"
Ford vehicles – T6,Ford vehicles – T6 Reflectors,Other Miscellaneous Parts,Reflectors,Auto Parts,PCS,"79,800.00","14,364.00","94,164.00"
Ford vehicles – T6,Ford vehicles – T6 Bonnet,Other Miscellaneous Parts,Bonnet,Auto Parts,PCS,"2,097,935.00","377,628.00","2,475,564.00"
Ford vehicles – T6,Ford vehicles – T6 Bonnet lock,Other Miscellaneous Parts,Bonnet lock,Auto Parts,PCS,"441,548.00","79,479.00","521,027.00"
Ford vehicles – T6,Ford vehicles – T6 Rear cabin door locks,Other Miscellaneous Parts,Rear cabin door locks,Auto Parts,PCS,"491,397.00","88,452.00","579,849.00"
Ford vehicles – T6,Ford vehicles – T6 Sport lights,Other Miscellaneous Parts,Sport lights,Auto Parts,PCS,"491,397.00","88,452.00","579,849.00"
Ford vehicles – T6,Ford vehicles – T6 Indicators,Other Miscellaneous Parts,Indicators,Auto Parts,PCS,"12,265.00","2,208.00","14,472.00"
Ford vehicles – T6,Ford vehicles – T6 Parking lights,Other Miscellaneous Parts,Parking lights,Auto Parts,PCS,"993,290.00","178,792.00","1,172,083.00"
Ford vehicles – T6,Ford vehicles – T6 Bulbs (12v double filament),Other Miscellaneous Parts,Bulbs (12v double filament),Auto Parts,PCS,"78,194.00","14,075.00","92,268.00"
Ford vehicles – T6,Ford vehicles – T6 Bulbs (12v single filament),Other Miscellaneous Parts,Bulbs (12v single filament),Auto Parts,PCS,"78,194.00","14,075.00","92,268.00"
Ford vehicles – T6,Ford vehicles – T6 Bulbs (24v double filament),Other Miscellaneous Parts,Bulbs (24v double filament),Auto Parts,PCS,"369,110.00","66,440.00","435,550.00"
Ford vehicles – T6,Ford vehicles – T6 Bulbs (24v single filament),Other Miscellaneous Parts,Bulbs (24v single filament),Auto Parts,PCS,"369,110.00","66,440.00","435,550.00"
Ford vehicles – T6,Ford vehicles – T6 Bulbs (halogen for headlamps),Other Miscellaneous Parts,Bulbs (halogen for headlamps),Auto Parts,PCS,"308,713.00","55,568.00","364,281.00"
Ford vehicles – T6,Ford vehicles – T6 Dashboard,Other Miscellaneous Parts,Dashboard,Auto Parts,PCS,"3,490,065.00","628,212.00","4,118,276.00"
Ford vehicles – T6,Ford vehicles – T6 Door - front,Other Miscellaneous Parts,Door - front,Auto Parts,PCS,"1,918,452.00","345,321.00","2,263,773.00"
Ford vehicles – T6,Ford vehicles – T6 Door - hind gate,Other Miscellaneous Parts,Door - hind gate,Auto Parts,PCS,"248,000.00","44,640.00","292,640.00"
Ford vehicles – T6,Ford vehicles – T6 Door - rear,Other Miscellaneous Parts,Door - rear,Auto Parts,PCS,"2,323,010.00","418,142.00","2,741,152.00"
Ford vehicles – T6,Ford vehicles – T6 Z- link,Other Miscellaneous Parts,Z- link,Auto Parts,PCS,"583,613.00","105,050.00","688,663.00"
Ford vehicles – T6,Ford vehicles – T6 Driving mirror,Other Miscellaneous Parts,Driving mirror,Auto Parts,PCS,"695,355.00","125,164.00","820,519.00"
Ford vehicles – T6,Ford vehicles – T6 Floor carpets,Other Miscellaneous Parts,Floor carpets,Auto Parts,PCS,"189,600.00","34,128.00","223,728.00"
Ford vehicles – T6,Ford vehicles – T6 Grill Radiator,Other Miscellaneous Parts,Grill Radiator,Auto Parts,PCS,"2,712,903.00","488,323.00","3,201,226.00"
Ford vehicles – T6,Ford vehicles – T6 Hood and trunk release cables,Other Miscellaneous Parts,Hood and trunk release cables,Auto Parts,PCS,"248,284.00","44,691.00","292,975.00"
Ford vehicles – T6,Ford vehicles – T6 Horn,Other Miscellaneous Parts,Horn,Auto Parts,PCS,"411,355.00","74,044.00","485,399.00"
Ford vehicles – T6,Ford vehicles – T6 Mad flaps,Other Miscellaneous Parts,Mad flaps,Auto Parts,PCS,"174,323.00","31,378.00","205,701.00"
Ford vehicles – T6,Ford vehicles – T6 Nuts,Other Miscellaneous Parts,Nuts,Auto Parts,PCS,"46,839.00","8,431.00","55,270.00"
Ford vehicles – T6,Ford vehicles – T6 Radio; CD Player,Other Miscellaneous Parts,Radio; CD Player,Auto Parts,PCS,"2,502,065.00","450,372.00","2,952,436.00"
Ford vehicles – T6,Ford vehicles – T6 Reflectors,Other Miscellaneous Parts,Reflectors,Auto Parts,PCS,"125,630.00","22,613.00","148,243.00"
Ford vehicles – T6,Ford vehicles – T6 Side mirror assy,Other Miscellaneous Parts,Side mirror assy,Auto Parts,PCS,"3,082,697.00","554,886.00","3,637,583.00"
Ford vehicles – T6,Ford vehicles – T6 Washers,Other Miscellaneous Parts,Washers,Auto Parts,PCS,"186,710.00","33,608.00","220,317.00"
Ford vehicles – T6,Ford vehicles – T6 Wheel alignment,Other Miscellaneous Parts,Wheel alignment,Auto Parts,PCS,"93,500.00","16,830.00","110,330.00"
Ford vehicles – T6,Ford vehicles – T6 Wheel balancing,Other Miscellaneous Parts,Wheel balancing,Auto Parts,PCS,"13,200.00","2,376.00","15,576.00"
Ford vehicles – T6,Ford vehicles – T6 Screen washer motor,Other Miscellaneous Parts,Screen washer motor,Auto Parts,PCS,"1,121,161.00","201,809.00","1,322,970.00"
Ford vehicles – T6,Ford vehicles – T6 Tow bars,Other Miscellaneous Parts,Tow bars,Auto Parts,PCS,"746,194.00","134,315.00","880,508.00"
Ford vehicles – T6,Ford vehicles – T6 Aerial assembly,Other Miscellaneous Parts,Aerial assembly,Auto Parts,PCS,"1,024,831.00","184,470.00","1,209,300.00"
Ford vehicles – T6,Ford vehicles – T6 central locking Switch,Other Miscellaneous Parts,central locking Switch,Auto Parts,PCS,"746,194.00","134,315.00","880,508.00"
Ford vehicles – T6,Ford vehicles – T6 Drivers’ seats,Other Miscellaneous Parts,Drivers’ seats,Auto Parts,PCS,"10,277,337.00","1,849,921.00","12,127,257.00"
Ford vehicles – T6,Ford vehicles – T6 Rear Steps,Other Miscellaneous Parts,Rear Steps,Auto Parts,PCS,"2,013,419.00","362,415.00","2,375,835.00"
Ford vehicles – T6,Ford vehicles – T6 Rubber mats,Other Miscellaneous Parts,Rubber mats,Auto Parts,PCS,"189,000.00","34,020.00","223,020.00"
Ford vehicles – T6,Ford vehicles – T6 Warning triangles,Other Miscellaneous Parts,Warning triangles,Auto Parts,PCS,"175,300.00","31,554.00","206,854.00"
Ford vehicles – T6,Ford vehicles – T6 Washer jets,Other Miscellaneous Parts,Washer jets,Auto Parts,PCS,"106,710.00","19,208.00","125,917.00"
Ford vehicles – T6,Ford vehicles – T6 Door glasses,Other Miscellaneous Parts,Door glasses,Auto Parts,PCS,"320,129.00","57,623.00","377,752.00"
Ford vehicles – T6,Ford vehicles – T6 Rear view mirrors,Other Miscellaneous Parts,Rear view mirrors,Auto Parts,PCS,"4,466,997.00","804,059.00","5,271,056.00"
Ford vehicles – T6,Ford vehicles – T6 Bumpers / cover front bumper,Other Miscellaneous Parts,Bumpers / cover front bumper,Auto Parts,PCS,"2,743,742.00","493,874.00","3,237,615.00"
Ford vehicles – T6,Ford vehicles – T6 Side steps,Other Miscellaneous Parts,Side steps,Auto Parts,PCS,"2,013,419.00","362,415.00","2,375,835.00"
Ford vehicles – T6,Ford vehicles – T6 Four-wheel drive locks,Other Miscellaneous Parts,Four-wheel drive locks,Auto Parts,PCS,"3,249,548.00","584,919.00","3,834,467.00"
Ford vehicles – T6,Ford vehicles – T6 Dust seals,Other Miscellaneous Parts,Dust seals,Auto Parts,PCS,"60,976.00","10,976.00","71,952.00"
Ford vehicles – T6,Ford vehicles – T6 Driving shaft boot,Other Miscellaneous Parts,Driving shaft boot,Auto Parts,PCS,"1,054,710.00","189,848.00","1,244,557.00"
Ford vehicles – T6,Ford vehicles – T6 Tarpaulin cover,Other Miscellaneous Parts,Tarpaulin cover,Auto Parts,PCS,"1,445,161.00","260,129.00","1,705,290.00"
Ford vehicles – T6,Ford vehicles – T6 Tarpaulin rope,Other Miscellaneous Parts,Tarpaulin rope,Auto Parts,PCS,"262,967.00","47,334.00","310,301.00"
Ford vehicles – T6,Ford vehicles – T6 Diesel Engine oil,Service,Diesel Engine oil,Auto Parts,LTR,"81,069.00","14,592.00","95,662.00"
Ford vehicles – T6,Ford vehicles – T6 Petrol Engine oil 15w40,Service,Petrol Engine oil 15w40,Auto Parts,LTR,"50,016.00","9,003.00","59,018.00"
Ford vehicles – T6,Ford vehicles – T6 Brake fluid,Service,Brake fluid,Auto Parts,LTR,"33,871.00","6,097.00","39,968.00"
Ford vehicles – T6,Ford vehicles – T6 Manual transmission oil,Service,Manual transmission oil,Auto Parts,LTR,"73,531.00","13,236.00","86,766.00"
Ford vehicles – T6,Ford vehicles – T6 Gear oil,Service,Gear oil,Auto Parts,LTR,"128,237.00","23,083.00","151,320.00"
Ford vehicles – T6,Ford vehicles – T6 Coolant,Service,Coolant,Auto Parts,LTR,"88,105.00","15,859.00","103,964.00"
Ford vehicles – T6,Ford vehicles – T6 Grease,Service,Grease,Auto Parts,KG,"24,800.00","4,464.00","29,264.00"
Ford vehicles – T6,Ford vehicles – T6 Hydraulic oil,Service,Hydraulic oil,Auto Parts,LTR,"63,510.00","11,432.00","74,941.00"
Ford vehicles – T6,Ford vehicles – T6 Oil filter,Service,Oil filter,Auto Parts,PCS,"114,525.00","20,614.00","135,139.00"
Ford vehicles – T6,Ford vehicles – T6 Fuel filter,Service,Fuel filter,Auto Parts,PCS,"233,548.00","42,039.00","275,587.00"
Ford vehicles – T6,Ford vehicles – T6 Air filter,Service,Air filter,Auto Parts,PCS,"262,967.00","47,334.00","310,301.00"
Nissan vans,Nissan vans Pad Kit-disc (Brake pads front),Brake System,Pad Kit-disc (Brake pads front),Auto Parts,PC,"697,166.00","125,490.00","822,656.00"
Nissan vans,Nissan vans SHOE SET-REAR (Brake shoes),Brake System,SHOE SET-REAR (Brake shoes),Auto Parts,PC,"606,081.00","109,094.00","715,175.00"
Nissan vans,Nissan vans BOOSTER ASSY MA (brake booster),Brake System,BOOSTER ASSY MA (brake booster),Auto Parts,PC,"5,223,460.00","940,223.00","6,163,683.00"
Nissan vans,Nissan vans Rotor Disc Brak (Front Rotor Discs),Brake System,Rotor Disc Brak (Front Rotor Discs),Auto Parts,Set,"1,776,554.00","319,780.00","2,096,333.00"
Nissan vans,Nissan vans Disc skimming,Brake System,Disc skimming,Auto Parts,Set,"161,290.00","29,032.00","190,323.00"
Nissan vans,Nissan vans DRUM 4X4 and hi (Brake drum),Brake System,DRUM 4X4 and hi (Brake drum),Auto Parts,PC,"2,174,176.00","391,352.00","2,565,527.00"
Nissan vans,Nissan vans Drum Skimming,Brake System,Drum Skimming,Auto Parts,Set,"161,290.00","29,032.00","190,323.00"
Nissan vans,Nissan vans BOLT-PIN (Calipper bolts),Brake System,BOLT-PIN (Calipper bolts),Auto Parts,Set,"189,268.00","34,068.00","223,337.00"
Nissan vans,Nissan vans CYL ASSY CLUTCH,Brake System,CYL ASSY CLUTCH,Auto Parts,PC,"404,082.00","72,735.00","476,817.00"
Nissan vans,Nissan vans CYL ASSY-CLUTCH,Brake System,CYL ASSY-CLUTCH,Auto Parts,PC,"693,682.00","124,863.00","818,545.00"
Nissan vans,Nissan vans CALIPER ASSY-BR (Brake caliper),Brake System,CALIPER ASSY-BR (Brake caliper),Auto Parts,PC,"2,478,939.00","446,209.00","2,925,148.00"
Nissan vans,"Nissan vans CABLE COMPL - P (Hand brake cable, short)",Brake System,"CABLE COMPL - P (Hand brake cable, short)",Auto Parts,PC,"967,567.00","174,162.00","1,141,729.00"
Nissan vans,"Nissan vans DVC ASSY-PKB C (handbrake cable, long)",Brake System,"DVC ASSY-PKB C (handbrake cable, long)",Auto Parts,PC,"939,826.00","169,169.00","1,108,995.00"
Nissan vans,Nissan vans PACK (brake shims),Brake System,PACK (brake shims),Auto Parts,PC,"145,835.00","26,250.00","172,085.00"
Nissan vans,Nissan vans SPACER VACUUM BOOST (brake servo bolt),Brake System,SPACER VACUUM BOOST (brake servo bolt),Auto Parts,PC,"38,424.00","6,916.00","45,341.00"
Nissan vans,Nissan vans Brake pad plates,Brake System,Brake pad plates,Auto Parts,Set,"701,783.00","126,321.00","828,104.00"
Nissan vans,Nissan vans ABS sensor,Brake System,ABS sensor,Auto Parts,PC,"2,895,091.00","521,116.00","3,416,207.00"
Nissan vans,Nissan vans Brake master cylinder,Brake System,Brake master cylinder,Auto Parts,PC,"1,446,716.00","260,409.00","1,707,125.00"
Nissan vans,Nissan vans Drive shaft boot,Axle,Drive shaft boot,Auto Parts,PC,"575,429.00","103,577.00","679,006.00"
Nissan vans,Nissan vans SEAL HUB FRONT (Front grease seals),Axle,SEAL HUB FRONT (Front grease seals),Auto Parts,Set,"145,550.00","26,199.00","171,748.00"
Nissan vans,Nissan vans BEARING ASSY-FR (Wheel bearings inner),Axle,BEARING ASSY-FR (Wheel bearings inner),Auto Parts,Set,"699,446.00","125,900.00","825,347.00"
Nissan vans,Nissan vans Bearing KLM3008 (Wheel bearings outer),Axle,Bearing KLM3008 (Wheel bearings outer),Auto Parts,Set,"988,031.00","177,846.00","1,165,877.00"
Nissan vans,Nissan vans SHAFT ASSY FRON (Drive shaft),Axle,SHAFT ASSY FRON (Drive shaft),Auto Parts,Set,"7,649,291.00","1,376,872.00","9,026,163.00"
Nissan vans,Nissan vans ORNAMENT ROAD C (Hub cap),Axle,ORNAMENT ROAD C (Hub cap),Auto Parts,PC,"270,274.00","48,649.00","318,924.00"
Nissan vans,Nissan vans LEVER-COMPLETE (*Accelerator pedal),Axle,LEVER-COMPLETE (*Accelerator pedal),Auto Parts,PC,"2,540,443.00","457,280.00","2,997,723.00"
Nissan vans,Nissan vans CYL ASSY-RR WHE (Wheel cylinder),Axle,CYL ASSY-RR WHE (Wheel cylinder),Auto Parts,Set,"968,153.00","174,268.00","1,142,421.00"
Nissan vans,Nissan vans Nut (Wheel lock nut),Axle,Nut (Wheel lock nut),Auto Parts,PC,"124,118.00","22,341.00","146,459.00"
Nissan vans,Nissan vans Wash-lock Wheel (Wheel hub washers),Axle,Wash-lock Wheel (Wheel hub washers),Auto Parts,PC,"87,057.00","15,670.00","102,727.00"
Nissan vans,Nissan vans Scr-truss HD (Wheel hub screw),Axle,Scr-truss HD (Wheel hub screw),Auto Parts,Set,"22,890.00","4,120.00","27,010.00"
Nissan vans,Nissan vans COMP BRG NEEDLE (Wheel hub lock nut),Axle,COMP BRG NEEDLE (Wheel hub lock nut),Auto Parts,PC,"178,870.00","32,197.00","211,066.00"
Nissan vans,Nissan vans HUB ASSY-AUTO F (Free running hub),Axle,HUB ASSY-AUTO F (Free running hub),Auto Parts,Set,"4,881,409.00","878,654.00","5,760,063.00"
Nissan vans,Nissan vans BELT-ALTNTR,Engine Components,BELT-ALTNTR,Auto Parts,PC,"355,800.00","64,044.00","419,844.00"
Nissan vans,Nissan vans BELT-COMPRESSOR,Engine Components,BELT-COMPRESSOR,Auto Parts,PC,"102,840.00","18,511.00","121,352.00"
Nissan vans,Nissan vans BELT-POWER STEE,Engine Components,BELT-POWER STEE,Auto Parts,PC,"260,259.00","46,847.00","307,106.00"
Nissan vans,"Nissan vans GUIDE-CHAIN TEN (Guide chain tensioner, smal",Engine Components,"GUIDE-CHAIN TEN (Guide chain tensioner, smal",Auto Parts,PC,"129,581.00","23,325.00","152,905.00"
Nissan vans,"Nissan vans GUIDE-CHAIN TEN (Guide chain tensioner, big)",Engine Components,"GUIDE-CHAIN TEN (Guide chain tensioner, big)",Auto Parts,PC,"379,565.00","68,322.00","447,887.00"
Nissan vans,Nissan vans CHAIN-TIMING CA (Timing chain loose end),Engine Components,CHAIN-TIMING CA (Timing chain loose end),Auto Parts,PC,"623,381.00","112,208.00","735,589.00"
Nissan vans,Nissan vans CHAIN-TIMING CA (Timing chain tension end),Engine Components,CHAIN-TIMING CA (Timing chain tension end),Auto Parts,PC,"473,963.00","85,313.00","559,277.00"
Nissan vans,Nissan vans Tension Chain,Engine Components,Tension Chain,Auto Parts,PC,"362,812.00","65,306.00","428,118.00"
Nissan vans,"Nissan vans SEAL-OIL CRANKS (Crankshaft oil seal, front)",Engine Components,"SEAL-OIL CRANKS (Crankshaft oil seal, front)",Auto Parts,PC,"108,552.00","19,539.00","128,091.00"
Nissan vans,"Nissan vans SEAL-OIL CRANKS (Crankshaft oil seal, rear))",Engine Components,"SEAL-OIL CRANKS (Crankshaft oil seal, rear))",Auto Parts,PC,"187,398.00","33,732.00","221,129.00"
Nissan vans,Nissan vans HEAD CYLINDER (Cylinder head),Engine Components,HEAD CYLINDER (Cylinder head),Auto Parts,PC,"9,640,622.00","1,735,312.00","11,375,934.00"
Nissan vans,Nissan vans Cylinder head refacing,Engine Components,Cylinder head refacing,Auto Parts,PC,"1,174,194.00","211,355.00","1,385,548.00"
Nissan vans,Nissan vans Gasket Cylinder (Cylinde head gasket),Engine Components,Gasket Cylinder (Cylinde head gasket),Auto Parts,PC,"336,497.00","60,570.00","397,067.00"
Nissan vans,Nissan vans GASKET-ROCKER C (Rocker cover gasket),Engine Components,GASKET-ROCKER C (Rocker cover gasket),Auto Parts,PC,"151,351.00","27,243.00","178,594.00"
Nissan vans,"Nissan vans INSULATOR-ENGIN (Engine mounting, rear)",Engine Components,"INSULATOR-ENGIN (Engine mounting, rear)",Auto Parts,PC,"751,269.00","135,228.00","886,497.00"
Nissan vans,"Nissan vans INSULATOR-ENG M (Engine mounting, front)",Engine Components,"INSULATOR-ENG M (Engine mounting, front)",Auto Parts,PC,"477,270.00","85,909.00","563,179.00"
Nissan vans,Nissan vans Plug Drain,Engine Components,Plug Drain,Auto Parts,PC,"19,894.00","3,581.00","23,475.00"
Nissan vans,"Nissan vans ENGINE BARE, complete engine assy",Engine Components,"ENGINE BARE, complete engine assy",Auto Parts,PC,"61,521,902.00","11,073,942.00","72,595,845.00"
Nissan vans,Nissan vans RING SET-PISTON (Piston rings),Engine Components,RING SET-PISTON (Piston rings),Auto Parts,Set,"1,211,051.00","217,989.00","1,429,040.00"
Nissan vans,Nissan vans PISTON WITH PIN (Piston),Engine Components,PISTON WITH PIN (Piston),Auto Parts,Set,"4,677,811.00","842,006.00","5,519,817.00"
Nissan vans,Nissan vans Bearing Set (Main bearings),Engine Components,Bearing Set (Main bearings),Auto Parts,Set,"254,862.00","45,875.00","300,737.00"
Nissan vans,Nissan vans BUSHING SET-CON (Piece bearings),Engine Components,BUSHING SET-CON (Piece bearings),Auto Parts,Set,"480,304.00","86,455.00","566,759.00"
Nissan vans,Nissan vans Block Sleeve,Engine Components,Block Sleeve,Auto Parts,Set,"1,612,903.00","290,323.00","1,903,226.00"
Nissan vans,Nissan vans GASKET-ENGINE (Overhaul gasket kit),Engine Components,GASKET-ENGINE (Overhaul gasket kit),Auto Parts,PC,"1,286,961.00","231,653.00","1,518,614.00"
Nissan vans,Nissan vans PUMP ASSY OIL D (Oil pump),Engine Components,PUMP ASSY OIL D (Oil pump),Auto Parts,PC,"1,105,943.00","199,070.00","1,305,012.00"
Nissan vans,Nissan vans ROD COMP-CON (Connecting rods),Engine Components,ROD COMP-CON (Connecting rods),Auto Parts,Set,"3,540,870.00","637,357.00","4,178,226.00"
Nissan vans,Nissan vans PUMP INJECTION (Injector pump),Engine Components,PUMP INJECTION (Injector pump),Auto Parts,PC,"9,990,431.00","1,798,278.00","11,788,709.00"
Nissan vans,Nissan vans Injector nozzles,Engine Components,Injector nozzles,Auto Parts,Set,"14,188,364.00","2,553,906.00","16,742,270.00"
Nissan vans,Nissan vans Injector pump service,Engine Components,Injector pump service,Auto Parts,PC,"1,877,119.00","337,881.00","2,215,000.00"
Nissan vans,Nissan vans Fluid Gasket (Sealant tube),Engine Components,Fluid Gasket (Sealant tube),Auto Parts,PC,"525,513.00","94,592.00","620,105.00"
